Methods Information:
29.03.2024 16:46:20
<untitled>  
List:  Volume(ml)       Buffer    ml/min
 ->    0.00 Collect All:  1.00 ml 
01     0.00 to   10.00 BUFFER A     1.00
--------------------------------------------------
--------------------------------------------------
Time [min.]:	UV [A.U.]:	Conductivity [mS/cm]:	Events:		
16.200	0.0399	27.07			
16.217	0.0396	27.07			
16.233	0.0393	27.07			
16.250	0.0389	27.06			
16.267	0.0386	27.06			
16.283	0.0383	27.07			
16.300	0.0379	27.06			
16.317	0.0374	27.07			
16.333	0.0371	27.07			
16.350	0.0369	27.07			
16.367	0.0367	27.07			
16.383	0.0366	27.06			
16.400	0.0363	27.07			
16.417	0.0359	27.07			
16.433	0.0355	27.07			
16.450	0.0352	27.07			
16.467	0.0350	27.09			
16.483	0.0348	27.07			
16.500	0.0345	27.09			
16.517	0.0342	27.07			
16.533	0.0340	27.07			
16.550	0.0338	27.07			
16.567	0.0335	27.07			
16.583	0.0332	27.05			
16.600	0.0331	27.07			
16.617	0.0328	27.07			
16.633	0.0326	27.03			
16.650	0.0324	27.03			
16.667	0.0322	27.03			
16.683	0.0320	27.03			
16.700	0.0318	27.09			
16.717	0.0317	27.03			
16.733	0.0314	27.07			
16.750	0.0312	27.07			
16.767	0.0310	27.03			
16.783	0.0308	27.03			
16.800	0.0306	27.05			
16.817	0.0304	27.03			
16.833	0.0302	27.03			
16.850	0.0300	27.05			
16.867	0.0299	27.05			
16.883	0.0298	27.05			
16.900	0.0295	27.03			
16.917	0.0293	27.05			
16.933	0.0291	27.05			
16.950	0.0290	27.03			
16.967	0.0289	27.03			
16.983	0.0287	27.03			
17.000	0.0284	27.05			
17.017	0.0283	27.05			
17.033	0.0282	27.05			
17.050	0.0281	27.05			
17.067	0.0280	27.03			
17.083	0.0278	27.05			
17.100	0.0276	27.05			
17.117	0.0276	27.05			
17.133	0.0275	27.05			
17.150	0.0272	27.05			
17.167	0.0270	27.03			
17.183	0.0269	27.03			
17.200	0.0269	27.05			
17.217	0.0267	27.05			
17.233	0.0265	27.05			
17.250	0.0264	27.05			
17.267	0.0264	27.05			
17.283	0.0262	27.03			
17.300	0.0259	27.03			
17.317	0.0257	27.05			
17.333	0.0258	27.03			
17.350	0.0257	27.05			
17.367	0.0256	27.05			
17.383	0.0254	27.06			
17.400	0.0252	27.05			
17.417	0.0251	27.06			
17.433	0.0250	27.06			
17.450	0.0249	27.06			
17.467	0.0249	27.06			
17.483	0.0248	27.05			
17.500	0.0246	27.05			
17.517	0.0245	27.03			
17.533	0.0244	27.05			
17.550	0.0242	27.05			
17.567	0.0242	27.06			
17.583	0.0240	27.06			
17.600	0.0239	27.05			
17.617	0.0238	27.06			
17.633	0.0239	27.06			
17.650	0.0238	27.06			
17.667	0.0237	27.06			
17.683	0.0236	27.06			
17.700	0.0235	27.06			
17.717	0.0233	27.06			
17.733	0.0231	27.05			
17.750	0.0230	27.03			
17.767	0.0230	27.05			
17.783	0.0229	27.05			
17.800	0.0228	27.05			
17.817	0.0227	27.05			
17.833	0.0227	27.05			
17.850	0.0228	27.05			
17.867	0.0226	27.06			
17.883	0.0225	27.06			
17.900	0.0224	27.05			
17.917	0.0225	27.05			
17.933	0.0225	27.06			
17.950	0.0224	27.06			
17.967	0.0223	27.06			
17.983	0.0222	27.06			
18.000	0.0222	27.08			
18.017	0.0220	27.08			
18.033	0.0219	27.08			
18.050	0.0219	27.08			
18.067	0.0218	27.08			
18.083	0.0217	27.09			
18.100	0.0217	27.08			
18.117	0.0217	27.08			
18.133	0.0215	27.08			
18.150	0.0213	27.08			
18.167	0.0213	27.08			
18.183	0.0213	27.09			
18.200	0.0213	27.08			
18.217	0.0213	27.08			
18.233	0.0212	27.09			
18.250	0.0212	27.09			
18.267	0.0211	27.08			
18.283	0.0210	27.09			
18.300	0.0210	27.09			
18.317	0.0208	27.09			
18.333	0.0208	27.09			
18.350	0.0207	27.08			
18.367	0.0207	27.08			
18.383	0.0206	27.09			
18.400	0.0205	27.09			
18.417	0.0205	27.08			
18.433	0.0206	27.08			
18.450	0.0205	27.08			
18.467	0.0203	27.08			
18.483	0.0202	27.08			
18.500	0.0202	27.08			
18.517	0.0203	27.06			
18.533	0.0203	27.06			
18.550	0.0201	27.09			
18.567	0.0200	27.08			
18.583	0.0200	27.08			
18.600	0.0200	27.08			
18.617	0.0200	27.08			
18.633	0.0200	27.09			
18.650	0.0200	27.08			
18.667	0.0199	27.08			
18.683	0.0198	27.09			
18.700	0.0196	27.08			
18.717	0.0196	27.08			
18.733	0.0196	27.08			
18.750	0.0196	27.08			
18.767	0.0196	27.08			
18.783	0.0197	27.08			
18.800	0.0196	27.08			
18.817	0.0195	27.09			
18.833	0.0194	27.09			
18.850	0.0192	27.09			
18.867	0.0192	27.08			
18.883	0.0192	27.09			
18.900	0.0192	27.08			
18.917	0.0190	27.08			
18.933	0.0191	27.08			
18.950	0.0191	27.08			
18.967	0.0191	27.08			
18.983	0.0191	27.08			
19.000	0.0190	27.09			
19.017	0.0189	27.09			
19.033	0.0188	27.08			
19.050	0.0188	27.08			
19.067	0.0189	27.08			
19.083	0.0188	27.09			
19.100	0.0188	27.08			
19.117	0.0187	27.08			
19.133	0.0187	27.09			
19.150	0.0187	27.09			
19.167	0.0187	27.08			
19.183	0.0187	27.08			
19.200	0.0187	27.09			
19.217	0.0186	27.08			
19.233	0.0185	27.08			
19.250	0.0185	27.08			
19.267	0.0185	27.09			
19.283	0.0185	27.09			
19.300	0.0184	27.08			
19.317	0.0183	27.08			
19.333	0.0183	27.09			
19.350	0.0184	27.08			
19.367	0.0183	27.08			
19.383	0.0182	27.08			
19.400	0.0183	27.09			
19.417	0.0183	27.09			
19.433	0.0182	27.11			
19.450	0.0180	27.11			
19.467	0.0180	27.13			
19.483	0.0181	27.13			
19.500	0.0181	27.11			
19.517	0.0181	27.11			
19.533	0.0181	27.13			
19.550	0.0181	27.13			
19.567	0.0180	27.13			
19.583	0.0179	27.13			
19.600	0.0179	27.14			
19.617	0.0179	27.14			
19.633	0.0178	27.16			
19.650	0.0178	27.17			
19.667	0.0178	27.17			
19.683	0.0177	27.17			
19.700	0.0177	27.17			
19.717	0.0177	27.17			
19.733	0.0177	27.19			
19.750	0.0176	27.19			
19.767	0.0176	27.19			
19.783	0.0176	27.11			
19.800	0.0176	27.09			
19.817	0.0175	27.11			
19.833	0.0175	27.12			
19.850	0.0175	27.12			
19.867	0.0175	27.11			
19.883	0.0175	27.09			
19.900	0.0175	27.09			
19.917	0.0174	27.09			
19.933	0.0174	27.11			
19.950	0.0174	27.09			
19.967	0.0173	27.11			
19.983	0.0173	27.09			
20.000	0.0173	27.09			
20.017	0.0173	27.11			
20.033	0.0173	27.09			
20.050	0.0173	27.09			
20.067	0.0172	27.09			
20.083	0.0173	27.09			
20.100	0.0174	27.09			
20.117	0.0173	27.09			
20.133	0.0172	27.09			
20.150	0.0172	27.08			
20.167	0.0172	27.08			
20.183	0.0171	27.09			
20.200	0.0171	27.09			
20.217	0.0171	27.08			
20.233	0.0171	27.08			
20.250	0.0171	27.08			
20.267	0.0170	27.08			
20.283	0.0169	27.08			
20.300	0.0168	27.08			
20.317	0.0168	27.09			
20.333	0.0168	27.09			
20.350	0.0169	27.09			
20.367	0.0169	27.08			
20.383	0.0168	27.08			
20.400	0.0168	27.09			
20.417	0.0167	27.08			
20.433	0.0167	27.08			
20.450	0.0167	27.09			
20.467	0.0168	27.08			
20.483	0.0167	27.08			
20.500	0.0166	27.08			
20.517	0.0166	27.09			
20.533	0.0166	27.08			
20.550	0.0167	27.08			
20.567	0.0167	27.09			
20.583	0.0167	27.09			
20.600	0.0167	27.08			
20.617	0.0166	27.08			
20.633	0.0165	27.08			
20.650	0.0165	27.08			
20.667	0.0165	27.08			
20.683	0.0165	27.08			
20.700	0.0165	27.08			
20.717	0.0165	27.08			
20.733	0.0164	27.08			
20.750	0.0164	27.08			
20.767	0.0164	27.08			
20.783	0.0164	27.08			
20.800	0.0165	27.08			
20.817	0.0164	27.08			
20.833	0.0165	27.08			
20.850	0.0165	27.06			
20.867	0.0164	27.08			
20.883	0.0164	27.08			
20.900	0.0164	27.08			
20.917	0.0163	27.08			
20.933	0.0164	27.06			
20.950	0.0163	27.06			
20.967	0.0163	27.06			
20.983	0.0164	27.06			
21.000	0.0164	27.06			
21.017	0.0164	27.08			
21.033	0.0164	27.08			
21.050	0.0164	27.08			
21.067	0.0162	27.08			
21.083	0.0162	27.08			
21.100	0.0162	27.08			
21.117	0.0162	27.08			
21.133	0.0163	27.08			
21.150	0.0162	27.08			
21.167	0.0162	27.08			
21.183	0.0162	27.08			
21.200	0.0162	27.08			
21.217	0.0163	27.06			
21.233	0.0163	27.06			
21.250	0.0162	27.06			
21.267	0.0161	27.06			
21.283	0.0161	27.06			
21.300	0.0160	27.06			
21.317	0.0160	27.08			
21.333	0.0161	27.08			
21.350	0.0161	27.08			
21.367	0.0160	27.08			
21.383	0.0160	27.08			
21.400	0.0160	27.08			
21.417	0.0159	27.08			
21.433	0.0159	27.09			
21.450	0.0159	27.08			
21.467	0.0160	27.09			
21.483	0.0159	27.08			
21.500	0.0159	27.08			
21.517	0.0159	27.08			
21.533	0.0159	27.09			
21.550	0.0159	27.09			
21.567	0.0159	27.09			
21.583	0.0159	27.09			
21.600	0.0159	27.08			
21.617	0.0158	27.08			
21.633	0.0158	27.09			
21.650	0.0157	27.09			
21.667	0.0157	27.09			
21.683	0.0158	27.09			
21.700	0.0159	27.05			
21.717	0.0160	27.05			
21.733	0.0159	27.09			
21.750	0.0158	27.05			
21.767	0.0157	27.11			
21.783	0.0157	27.11			
21.800	0.0158	27.06			
21.817	0.0158	27.09			
21.833	0.0157	27.09			
21.850	0.0157	27.06			
21.867	0.0157	27.09			
21.883	0.0158	27.05			
21.900	0.0158	27.05			
21.917	0.0158	27.05			
21.933	0.0158	27.05			
21.950	0.0157	27.05			
21.967	0.0157	27.05			
21.983	0.0157	27.05			
22.000	0.0157	27.06			
22.017	0.0157	27.06			
22.033	0.0157	27.06			
22.050	0.0157	27.06			
22.067	0.0157	27.05			
22.083	0.0156	27.05			
22.100	0.0156	27.05			
22.117	0.0157	27.05			
22.133	0.0157	27.06			
22.150	0.0156	27.06			
22.167	0.0156	27.05			
22.183	0.0156	27.05			
22.200	0.0156	27.05			
22.217	0.0156	27.05			
22.233	0.0157	27.05			
22.250	0.0157	27.06			
22.267	0.0156	27.05			
22.283	0.0156	27.05			
22.300	0.0156	27.05			
22.317	0.0156	27.05			
22.333	0.0156	27.03			
22.350	0.0156	27.05			
22.367	0.0156	27.05			
22.383	0.0156	27.05			
22.400	0.0156	27.05			
22.417	0.0156	27.05			
22.433	0.0155	27.05			
22.450	0.0156	27.05			
22.467	0.0156	27.05			
22.483	0.0156	27.05			
22.500	0.0156	27.05			
22.517	0.0155	27.05			
22.533	0.0155	27.05			
22.550	0.0155	27.03			
22.567	0.0155	27.05			
22.583	0.0155	27.05			
22.600	0.0155	27.05			
22.617	0.0154	27.05			
22.633	0.0154	27.05			
22.650	0.0155	27.05			
22.667	0.0156	27.05			
22.683	0.0155	27.05			
22.700	0.0155	27.05			
22.717	0.0155	27.05			
22.733	0.0155	27.05			
22.750	0.0155	27.05			
22.767	0.0154	27.05			
22.783	0.0154	27.05			
22.800	0.0154	27.05			
22.817	0.0154	27.05			
22.833	0.0154	27.05			
22.850	0.0154	27.05			
22.867	0.0154	27.05			
22.883	0.0154	27.03			
22.900	0.0154	27.03			
22.917	0.0154	27.03			
22.933	0.0154	27.05			
22.950	0.0153	27.03			
22.967	0.0154	27.05			
22.983	0.0154	27.03			
23.000	0.0154	27.03			
23.017	0.0154	27.05			
23.033	0.0155	27.05			
23.050	0.0153	27.05			
23.067	0.0153	27.03			
23.083	0.0153	27.03			
23.100	0.0153	27.03			
23.117	0.0154	27.03			
23.133	0.0153	27.03			
23.150	0.0153	27.03			
23.167	0.0153	27.03			
23.183	0.0153	27.03			
23.200	0.0153	27.03			
23.217	0.0153	27.03			
23.233	0.0153	27.03			
23.250	0.0152	27.05			
23.267	0.0152	27.03			
23.283	0.0152	27.03			
23.300	0.0152	27.03			
23.317	0.0152	27.01			
23.333	0.0152	27.03			
23.350	0.0152	27.03			
23.367	0.0154	27.03			
23.383	0.0154	27.01			
23.400	0.0153	27.01			
23.417	0.0152	27.03			
23.433	0.0152	27.03			
23.450	0.0151	27.05			
23.467	0.0152	27.03			
23.483	0.0154	26.98			
23.500	0.0154	26.97			
23.517	0.0154	26.97			
23.533	0.0154	26.97			
23.550	0.0155	26.95			
23.567	0.0155	26.93			
23.583	0.0154	26.96			
23.600	0.0154	26.96			
23.617	0.0154	26.96			
23.633	0.0154	26.96			
23.650	0.0154	26.95			
23.667	0.0154	26.96			
23.683	0.0154	26.96			
23.700	0.0154	26.95			
23.717	0.0155	26.95			
23.733	0.0155	26.95			
23.750	0.0155	26.95			
23.767	0.0155	26.95			
23.783	0.0155	26.95			
23.800	0.0155	26.95			
23.817	0.0155	26.95			
23.833	0.0155	26.93			
23.850	0.0155	26.93			
23.867	0.0155	26.93			
23.883	0.0156	26.91			
23.900	0.0156	26.91			
23.917	0.0156	26.91			
23.933	0.0155	26.90			
23.950	0.0154	26.88			
23.967	0.0152	26.90			
23.983	0.0152	26.93			
24.000	0.0152	26.95			
24.017	0.0152	26.96			
24.033	0.0153	26.96			
24.050	0.0153	26.96			
24.067	0.0153	26.96			
24.083	0.0153	26.96			
24.100	0.0153	26.98			
24.117	0.0152	26.98			
24.133	0.0151	26.98			
24.150	0.0152	26.99			
24.167	0.0151	27.01			
24.183	0.0152	27.03			
24.200	0.0153	27.03			
24.217	0.0154	27.01			
24.233	0.0154	27.03			
24.250	0.0154	27.06			
24.267	0.0154	27.04			
24.283	0.0154	27.06			
24.300	0.0154	27.08			
24.317	0.0153	27.11			
24.333	0.0153	27.11			
24.350	0.0154	27.11			
24.367	0.0154	27.12			
24.383	0.0154	27.12			
24.400	0.0154	27.14			
24.417	0.0154	27.14			
24.433	0.0154	27.14			
24.450	0.0154	27.14			
24.467	0.0154	27.16			
24.483	0.0154	27.16			
24.500	0.0154	27.16			
24.517	0.0154	27.13			
24.533	0.0154	27.13			
24.550	0.0153	27.14			
24.567	0.0152	27.14			
24.583	0.0152	27.14			
24.600	0.0152	27.14			
24.617	0.0152	27.16			
24.633	0.0153	27.16			
24.650	0.0153	27.17			
24.667	0.0153	27.17			
24.683	0.0152	27.16			
24.700	0.0151	27.16			
24.717	0.0151	27.16			
24.733	0.0151	27.14			
24.750	0.0152	27.16			
24.767	0.0152	27.16			
24.783	0.0152	27.16			
24.800	0.0152	27.16			
24.817	0.0151	27.16			
24.833	0.0151	27.16			
24.850	0.0151	27.16			
24.867	0.0151	27.16			
24.883	0.0151	27.16			
24.900	0.0151	27.16			
24.917	0.0151	27.16			
24.933	0.0151	27.16			
24.950	0.0150	27.16			
24.967	0.0151	27.16			
24.983	0.0151	27.16			
25.000	0.0152	27.16			
25.017	0.0152	27.16			
25.033	0.0152	27.16			
25.050	0.0152	27.16			
25.067	0.0153	27.16			
25.083	0.0152	27.16			
25.100	0.0152	27.17			
25.117	0.0152	27.16			
25.133	0.0152	27.16			
25.150	0.0152	27.17			
25.167	0.0151	27.17			
25.183	0.0151	27.16			
25.200	0.0152	27.17			
25.217	0.0151	27.16			
25.233	0.0152	27.16			
25.250	0.0151	27.16			
25.267	0.0152	27.16			
25.283	0.0152	27.16			
25.300	0.0152	27.16			
25.317	0.0152	27.17			
25.333	0.0152	27.13			
25.350	0.0151	27.13			
25.367	0.0150	27.13			
25.383	0.0151	27.13			
25.400	0.0151	27.13			
25.417	0.0150	27.13			
25.433	0.0151	27.11			
25.450	0.0152	27.11			
25.467	0.0153	27.11			
25.483	0.0153	27.13			
25.500	0.0153	27.13			
25.517	0.0153	27.15			
25.533	0.0154	27.13			
25.550	0.0155	27.11			
25.567	0.0156	27.13			
25.583	0.0157	27.11			
25.600	0.0158	27.13			
25.617	0.0160	27.13			
25.633	0.0162	27.13			
25.650	0.0163	27.13			
25.667	0.0165	27.11			
25.683	0.0167	27.11			
25.700	0.0169	27.11			
25.717	0.0172	27.11			
25.733	0.0176	27.11			
25.750	0.0181	27.10			
25.767	0.0184	27.11			
25.783	0.0188	27.11			
25.800	0.0193	27.13			
25.817	0.0199	27.11			
25.833	0.0204	27.13			
25.850	0.0210	27.11			
25.867	0.0217	27.11			
25.883	0.0224	27.13			
25.900	0.0230	27.15			
25.917	0.0238	27.13			
25.933	0.0247	27.15			
25.950	0.0256	27.16			
25.967	0.0265	27.18			
25.983	0.0274	27.18			
26.000	0.0285	27.18			
26.017	0.0294	27.18			
26.033	0.0300	27.13			
26.050	0.0302	27.11			
26.067	0.0302	27.10			
26.083	0.0302	27.10			
26.100	0.0302	27.10			
26.117	0.0301	27.10			
26.133	0.0300	27.08			
26.150	0.0300	27.08			
26.167	0.0299	27.07			
26.183	0.0297	27.07			
26.200	0.0297	27.07			
26.217	0.0296	27.07			
26.233	0.0296	27.07			
26.250	0.0296	27.09			
26.267	0.0295	27.11			
26.283	0.0294	27.09			
26.300	0.0294	27.09			
26.317	0.0295	27.09			
26.333	0.0293	27.08			
26.350	0.0292	27.08			
26.367	0.0291	27.09			
26.383	0.0289	27.08			
26.400	0.0289	27.08			
26.417	0.0289	27.09			
26.433	0.0289	27.08			
26.450	0.0288	27.06			
26.467	0.0287	27.08			
26.483	0.0286	27.08			
26.500	0.0287	27.08			
26.517	0.0297	27.14			
26.533	0.0301	27.16			
26.550	0.0301	27.14			
26.567	0.0304	27.13			
26.583	0.0316	27.14			
26.600	0.0328	27.16			
26.617	0.0344	27.17			
26.633	0.0361	27.16			
26.650	0.0371	27.16			
26.667	0.0381	27.19			
26.683	0.0396	27.21			
26.700	0.0412	27.24			
26.717	0.0428	27.26			
26.733	0.0446	27.29			
26.750	0.0463	27.34			
26.767	0.0477	27.35			
26.783	0.0483	27.34			
26.800	0.0483	27.30			
26.817	0.0484	27.30			
26.833	0.0485	27.30			
26.850	0.0485	27.30			
26.867	0.0486	27.30			
26.883	0.0486	27.30			
26.900	0.0486	27.30			
26.917	0.0486	27.30			
26.933	0.0486	27.32			
26.950	0.0486	27.30			
26.967	0.0486	27.29			
26.983	0.0485	27.29			
27.000	0.0484	27.30			
27.017	0.0485	27.30			
27.033	0.0485	27.30			
27.050	0.0485	27.29			
27.067	0.0484	27.30			
27.083	0.0483	27.29			
27.100	0.0482	27.29			
27.117	0.0481	27.29			
27.133	0.0481	27.30			
27.150	0.0481	27.30			
27.167	0.0480	27.27			
27.183	0.0478	27.27			
27.200	0.0477	27.29			
27.217	0.0478	27.27			
27.233	0.0478	27.29			
27.250	0.0478	27.30			
27.267	0.0477	27.30			
27.283	0.0478	27.30			
27.300	0.0478	27.32			
27.317	0.0477	27.30			
27.333	0.0474	27.30			
27.350	0.0473	27.30			
27.367	0.0473	27.30			
27.383	0.0473	27.30			
27.400	0.0472	27.30			
27.417	0.0470	27.30			
27.433	0.0470	27.30			
27.450	0.0470	27.30			
27.467	0.0469	27.30			
27.483	0.0469	27.30			
27.500	0.0469	27.30			
27.517	0.0469	27.30			
27.533	0.0468	27.30			
27.550	0.0467	27.30			
27.567	0.0466	27.29			
27.583	0.0467	27.29			
27.600	0.0467	27.29			
27.617	0.0467	27.29			
27.633	0.0466	27.29			
27.650	0.0466	27.29			
27.667	0.0465	27.30			
27.683	0.0465	27.30			
27.700	0.0465	27.30			
27.717	0.0465	27.29			
27.733	0.0464	27.29			
27.750	0.0463	27.29			
27.767	0.0462	27.30			
27.783	0.0463	27.29			
27.800	0.0463	27.29			
27.817	0.0464	27.29			
27.833	0.0463	27.30			
27.850	0.0463	27.30			
27.867	0.0463	27.30			
27.883	0.0462	27.29			
27.900	0.0462	27.29			
27.917	0.0462	27.29			
27.933	0.0462	27.29			
27.950	0.0463	27.30			
27.967	0.0462	27.30			
27.983	0.0461	27.29			
28.000	0.0461	27.29			
28.017	0.0460	27.29			
28.033	0.0460	27.27			
28.050	0.0460	27.27			
28.067	0.0460	27.27			
28.083	0.0460	27.27			
28.100	0.0460	27.27			
28.117	0.0459	27.27			
28.133	0.0460	27.29			
28.150	0.0461	27.27			
28.167	0.0460	27.27			
28.183	0.0459	27.27			
28.200	0.0459	27.27			
28.217	0.0458	27.29			
28.233	0.0459	27.29			
28.250	0.0458	27.27			
28.267	0.0458	27.27			
28.283	0.0458	27.27			
28.300	0.0458	27.27			
28.317	0.0458	27.27			
28.333	0.0458	27.26			
28.350	0.0465	27.37			
28.367	0.0480	27.51			
28.383	0.0490	27.51			
28.400	0.0489	27.46			
28.417	0.0494	27.46			
28.433	0.0496	27.51			
28.450	0.0505	27.54			
28.467	0.0517	27.56			
28.483	0.0525	27.61			
28.500	0.0531	27.66			
28.517	0.0539	27.67			
28.533	0.0549	27.72			
28.550	0.0560	27.79			
28.567	0.0573	27.82			
28.583	0.0586	27.88			
28.600	0.0600	27.95			
28.617	0.0612	27.98			
28.633	0.0623	28.04			
28.650	0.0630	28.09			
28.667	0.0636	28.14			
28.683	0.0640	28.20			
28.700	0.0644	28.25			
28.717	0.0647	28.30			
28.733	0.0650	28.36			
28.750	0.0652	28.41			
28.767	0.0652	28.46			
28.783	0.0653	28.48			
28.800	0.0654	28.54			
28.817	0.0653	28.59			
28.833	0.0652	28.64			
28.850	0.0653	28.69			
28.867	0.0654	28.72			
28.883	0.0655	28.77			
28.900	0.0656	28.81			
28.917	0.0657	28.86			
28.933	0.0658	28.89			
28.950	0.0660	28.93			
28.967	0.0661	28.97			
28.983	0.0662	28.99			
29.000	0.0663	29.04			
29.017	0.0664	29.05			
29.033	0.0666	29.07			
29.050	0.0668	29.12			
29.067	0.0669	29.08			
29.083	0.0671	29.11			
29.100	0.0673	29.13			
29.117	0.0675	29.16			
29.133	0.0676	29.19			
29.150	0.0677	29.24			
29.167	0.0678	29.25			
29.183	0.0679	29.27			
29.200	0.0681	29.29			
29.217	0.0681	29.32			
29.233	0.0682	29.33			
29.250	0.0683	29.35			
29.267	0.0685	29.37			
29.283	0.0686	29.38			
29.300	0.0687	29.41			
29.317	0.0688	29.43			
29.333	0.0690	29.45			
29.350	0.0691	29.46			
29.367	0.0692	29.45			
29.383	0.0693	29.46			
29.400	0.0692	29.43			
29.417	0.0693	29.44			
29.433	0.0695	29.46			
29.450	0.0696	29.48			
29.467	0.0697	29.49			
29.483	0.0698	29.51			
29.500	0.0698	29.52			
29.517	0.0699	29.52			
29.533	0.0699	29.54			
29.550	0.0700	29.56			
29.567	0.0701	29.57			
29.583	0.0702	29.57			
29.600	0.0703	29.57			
29.617	0.0704	29.59			
29.633	0.0704	29.60			
29.650	0.0705	29.57			
29.667	0.0706	29.57			
29.683	0.0707	29.59			
29.700	0.0708	29.59			
29.717	0.0707	29.60			
29.733	0.0708	29.60			
29.750	0.0710	29.60			
29.767	0.0710	29.62			
29.783	0.0711	29.63			
29.800	0.0711	29.62			
29.817	0.0712	29.63			
29.833	0.0712	29.63			
29.850	0.0712	29.65			
29.867	0.0713	29.65			
29.883	0.0715	29.67			
29.900	0.0714	29.68			
29.917	0.0715	29.70			
29.933	0.0716	29.70			
29.950	0.0717	29.70			
29.967	0.0716	29.70			
29.983	0.0716	29.71			
30.000	0.0716	29.73			
30.017	0.0716	29.73			
30.033	0.0717	29.73			
30.050	0.0718	29.73			
30.067	0.0719	29.75			
30.083	0.0718	29.76			
30.100	0.0718	29.76			
30.117	0.0719	29.76			
30.133	0.0719	29.76			
30.150	0.0719	29.76			
30.167	0.0719	29.76			
30.183	0.0720	29.78			
30.200	0.0721	29.78			
30.217	0.0721	29.78			
30.233	0.0719	29.79			
30.250	0.0719	29.79			
30.267	0.0719	29.81			
30.283	0.0720	29.81			
30.300	0.0721	29.81			
30.317	0.0721	29.81			
30.333	0.0721	29.81			
30.350	0.0722	29.83			
30.367	0.0722	29.81			
30.383	0.0722	29.83			
30.400	0.0723	29.83			
30.417	0.0722	29.84			
30.433	0.0721	29.83			
30.450	0.0721	29.83			
30.467	0.0722	29.83			
30.483	0.0722	29.83			
30.500	0.0722	29.83			
30.517	0.0723	29.84			
30.533	0.0723	29.83			
30.550	0.0723	29.84			
30.567	0.0723	29.84			
30.583	0.0722	29.84			
30.600	0.0723	29.86			
30.617	0.0722	29.84			
30.633	0.0721	29.79			
30.650	0.0720	29.79			
30.667	0.0721	29.81			
30.683	0.0722	29.81			
30.700	0.0722	29.79			
30.717	0.0721	29.81			
30.733	0.0722	29.82			
30.750	0.0722	29.81			
30.767	0.0722	29.81			
30.783	0.0722	29.81			
30.800	0.0721	29.81			
30.817	0.0721	29.81			
30.833	0.0721	29.82			
30.850	0.0722	29.82			
30.867	0.0722	29.81			
30.883	0.0722	29.81			
30.900	0.0721	29.81			
30.917	0.0721	29.81			
30.933	0.0721	29.82			
30.950	0.0721	29.82			
30.967	0.0721	29.82			
30.983	0.0720	29.84			
31.000	0.0720	29.84			
31.017	0.0720	29.82			
31.033	0.0720	29.84			
31.050	0.0721	29.82			
31.067	0.0721	29.82			
31.083	0.0721	29.84			
31.100	0.0721	29.82			
31.117	0.0720	29.81			
31.133	0.0720	29.81			
31.150	0.0721	29.82			
31.167	0.0722	29.84			
31.183	0.0721	29.81			
31.200	0.0720	29.81			
31.217	0.0721	29.84			
31.233	0.0720	29.84			
31.250	0.0720	29.84			
31.267	0.0719	29.84			
31.283	0.0719	29.84			
31.300	0.0719	29.82			
31.317	0.0719	29.82			
31.333	0.0719	29.84			
31.350	0.0719	29.84			
31.367	0.0719	29.84			
31.383	0.0719	29.82			
31.400	0.0720	29.84			
31.417	0.0720	29.84			
31.433	0.0719	29.84			
31.450	0.0718	29.84			
31.467	0.0718	29.82			
31.483	0.0719	29.82			
31.500	0.0720	29.84			
31.517	0.0720	29.84			
31.533	0.0720	29.82			
31.550	0.0718	29.82			
31.567	0.0719	29.86			
31.583	0.0719	29.84			
31.600	0.0719	29.82			
31.617	0.0718	29.84			
31.633	0.0719	29.84			
31.650	0.0718	29.84			
31.667	0.0718	29.84			
31.683	0.0718	29.84			
31.700	0.0719	29.82			
31.717	0.0719	29.84			
31.733	0.0720	29.84			
31.750	0.0720	29.82			
31.767	0.0720	29.82			
31.783	0.0719	29.82			
31.800	0.0719	29.82			
31.817	0.0718	29.82			
31.833	0.0718	29.84			
31.850	0.0718	29.82			
31.867	0.0718	29.82			
31.883	0.0719	29.84			
31.900	0.0719	29.84			
31.917	0.0719	29.82			
31.933	0.0718	29.81			
31.950	0.0718	29.82			
31.967	0.0718	29.82			
31.983	0.0719	29.82			
32.000	0.0718	29.84			
32.017	0.0717	29.84			
32.033	0.0718	29.82			
32.050	0.0718	29.82			
32.067	0.0718	29.82			
32.083	0.0720	29.82			
32.100	0.0720	29.84			
32.117	0.0719	29.84			
32.133	0.0719	29.84			
32.150	0.0719	29.84			
32.167	0.0719	29.82			
32.183	0.0719	29.82			
32.200	0.0718	29.84			
32.217	0.0718	29.84			
32.233	0.0719	29.86			
32.250	0.0720	29.84			
32.267	0.0719	29.82			
32.283	0.0718	29.82			
32.300	0.0717	29.84			
32.317	0.0717	29.84			
32.333	0.0717	29.84			
32.350	0.0717	29.82			
32.367	0.0718	29.82			
32.383	0.0718	29.82			
32.400	0.0718	29.82			
32.417	0.0717	29.82			
32.433	0.0717	29.82			
32.450	0.0718	29.82			
32.467	0.0718	29.82			
32.483	0.0718	29.82			
32.500	0.0718	29.82			
32.517	0.0718	29.82			
32.533	0.0718	29.82			
32.550	0.0718	29.84			
32.567	0.0718	29.84			
32.583	0.0718	29.82			
32.600	0.0718	29.82			
32.617	0.0717	29.82			
32.633	0.0717	29.82			
32.650	0.0717	29.84			
32.667	0.0717	29.82			
